Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[707]    0.0    0.00    0.00       1         LossFunction::LossFunction() [707]
-----------------------------------------------
                0.00    0.00       1/1           CrossEntropyLoss::~CrossEntropyLoss() [713]
[708]    0.0    0.00    0.00       1         LossFunction::~LossFunction() [708]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[709]    0.0    0.00    0.00       1         MNISTDataset::~MNISTDataset() [709]
                0.00    0.00       4/50100       Matrix::~Matrix() [211]
                0.00    0.00       1/18          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [552]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[710]    0.0    0.00    0.00       1         SGDOptimizer::SGDOptimizer(std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >, double) [710]
                0.00    0.00       1/2           std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::vector(std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >&&) [690]
                0.00    0.00       1/1           Optimizer::Optimizer(std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >, double) [721]
                0.00    0.00       1/83271       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::~vector() <cycle 1> [280]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[711]    0.0    0.00    0.00       1         SGDOptimizer::~SGDOptimizer() [711]
                0.00    0.00       1/1           Optimizer::~Optimizer() [722]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[712]    0.0    0.00    0.00       1         CrossEntropyLoss::CrossEntropyLoss(double) [712]
                0.00    0.00       1/1           LossFunction::LossFunction() [707]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[713]    0.0    0.00    0.00       1         CrossEntropyLoss::~CrossEntropyLoss() [713]
                0.00    0.00       1/1           LossFunction::~LossFunction() [708]
-----------------------------------------------
                0.00    0.00       1/1           ReLU::ReLU() [716]
[714]    0.0    0.00    0.00       1         ActivationFunction::ActivationFunction() [714]
-----------------------------------------------
                0.00    0.00       1/1           ReLU::~ReLU() [718]
[715]    0.0    0.00    0.00       1         ActivationFunction::~ActivationFunction() [715]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_MakeUniq<ReLU>::__single_object std::make_unique<ReLU>() [794]
[716]    0.0    0.00    0.00       1         ReLU::ReLU() [716]
                0.00    0.00       1/1           ActivationFunction::ActivationFunction() [714]
-----------------------------------------------
                0.00    0.00       1/1           std::default_delete<ActivationFunction>::operator()(ActivationFunction*) const [725]
[717]    0.0    0.00    0.00       1         ReLU::~ReLU() [717]
                0.00    0.00       1/1           ReLU::~ReLU() [718]
-----------------------------------------------
                0.00    0.00       1/1           ReLU::~ReLU() [717]
[718]    0.0    0.00    0.00       1         ReLU::~ReLU() [718]
                0.00    0.00       1/1           ActivationFunction::~ActivationFunction() [715]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[719]    0.0    0.00    0.00       1         Config::Config() [719]
                0.00    0.00       1/12          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [566]
                0.00    0.00       1/40          std::__new_allocator<char>::~__new_allocator() [535]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[720]    0.0    0.00    0.00       1         Config::~Config() [720]
                0.00    0.00       1/18          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [552]
-----------------------------------------------
                0.00    0.00       1/1           SGDOptimizer::SGDOptimizer(std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >, double) [710]
[721]    0.0    0.00    0.00       1         Optimizer::Optimizer(std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >, double) [721]
                0.00    0.00       1/2           std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::vector(std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >&&) [690]
-----------------------------------------------
                0.00    0.00       1/1           SGDOptimizer::~SGDOptimizer() [711]
[722]    0.0    0.00    0.00       1         Optimizer::~Optimizer() [722]
                0.00    0.00       1/83271       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::~vector() <cycle 1> [280]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[723]    0.0    0.00    0.00       1         MNISTDataset::getTestLabels() const [723]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[724]    0.0    0.00    0.00       1         MNISTDataset::getTrainLabels() const [724]
-----------------------------------------------
                0.00    0.00       1/1           std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >::~unique_ptr() [590]
[725]    0.0    0.00    0.00       1         std::default_delete<ActivationFunction>::operator()(ActivationFunction*) const [725]
                0.00    0.00       1/1           ReLU::~ReLU() [717]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::__sv_wrapper, std::allocator<char> const&) [792]
[726]    0.0    0.00    0.00       1         std::basic_string_view<char, std::char_traits<char> >::data() const [726]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::__sv_wrapper, std::allocator<char> const&) [792]
[727]    0.0    0.00    0.00       1         std::basic_string_view<char, std::char_traits<char> >::size() const [727]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, ActivationFunction*, std::default_delete<ActivationFunction> >::_Tuple_impl<ActivationFunction*&, std::default_delete<ReLU>, void>(ActivationFunction*&, std::default_delete<ReLU>&&) [753]
[728]    0.0    0.00    0.00       1         std::_Head_base<0ul, ActivationFunction*, false>::_Head_base<ActivationFunction*&>(ActivationFunction*&) [728]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, ActivationFunction*, std::default_delete<ActivationFunction> >::_Tuple_impl() [752]
[729]    0.0    0.00    0.00       1         std::_Head_base<0ul, ActivationFunction*, false>::_Head_base() [729]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, ReLU*, std::default_delete<ReLU> >::_Tuple_impl() [754]
[730]    0.0    0.00    0.00       1         std::_Head_base<0ul, ReLU*, false>::_Head_base() [730]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>::_M_head(std::_Tuple_impl<0ul, std::filesystem::__cxx11::path::_List::_Impl*, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [755]
[731]    0.0    0.00    0.00       1         std::_Head_base<0ul, std::filesystem::__cxx11::path::_List::_Impl*, false>::_M_head(std::_Head_base<0ul, std::filesystem::__cxx11::path::_List::_Impl*, false>&) [731]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, std::filesystem::__cxx11::path::_List::_Impl_deleter>::_M_head(std::_Tuple_impl<1ul, std::filesystem::__cxx11::path::_List::_Impl_deleter>&) [756]
[732]    0.0    0.00    0.00       1         std::_Head_base<1ul, std::filesystem::__cxx11::path::_List::_Impl_deleter, true>::_M_head(std::_Head_base<1ul, std::filesystem::__cxx11::path::_List::_Impl_deleter, true>&) [732]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, std::default_delete<ActivationFunction> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<ActivationFunction> >&) [757]
[733]    0.0    0.00    0.00       1         std::_Head_base<1ul, std::default_delete<ActivationFunction>, true>::_M_head(std::_Head_base<1ul, std::default_delete<ActivationFunction>, true>&) [733]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, std::default_delete<ActivationFunction> >::_Tuple_impl() [758]
[734]    0.0    0.00    0.00       1         std::_Head_base<1ul, std::default_delete<ActivationFunction>, true>::_Head_base() [734]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, std::default_delete<ActivationFunction> >::_Tuple_impl<std::default_delete<ReLU> >(std::default_delete<ReLU>&&) [759]
[735]    0.0    0.00    0.00       1         std::_Head_base<1ul, std::default_delete<ActivationFunction>, true>::_Head_base<std::default_delete<ReLU> >(std::default_delete<ReLU>&&) [735]
                0.00    0.00       1/1           std::default_delete<ActivationFunction>::default_delete<ReLU, void>(std::default_delete<ReLU> const&) [767]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, std::default_delete<ReLU> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<ReLU> >&) [760]
[736]    0.0    0.00    0.00       1         std::_Head_base<1ul, std::default_delete<ReLU>, true>::_M_head(std::_Head_base<1ul, std::default_delete<ReLU>, true>&) [736]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, std::default_delete<ReLU> >::_Tuple_impl() [761]
[737]    0.0    0.00    0.00       1         std::_Head_base<1ul, std::default_delete<ReLU>, true>::_Head_base() [737]
-----------------------------------------------
                0.00    0.00       1/1           std::filesystem::__cxx11::path::path<char [7], std::filesystem::__cxx11::path>(char const (&) [7], std::filesystem::__cxx11::path::format) [740]
[738]    0.0    0.00    0.00       1         auto std::filesystem::__cxx11::path::_S_convert<std::basic_string_view<char, std::char_traits<char> > >(std::basic_string_view<char, std::char_traits<char> >) [738]
-----------------------------------------------
                0.00    0.00       1/1           std::filesystem::__cxx11::path::~path() [741]
[739]    0.0    0.00    0.00       1         std::filesystem::__cxx11::path::_List::~_List() [739]
                0.00    0.00       1/1           std::unique_ptr<std::filesystem::__cxx11::path::_List::_Impl, std::filesystem::__cxx11::path::_List::_Impl_deleter>::~unique_ptr() [751]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[740]    0.0    0.00    0.00       1         std::filesystem::__cxx11::path::path<char [7], std::filesystem::__cxx11::path>(char const (&) [7], std::filesystem::__cxx11::path::format) [740]
                0.00    0.00       1/1           auto std::filesystem::__cxx11::__detail::__effective_range<char [7]>(char const (&) [7]) [742]
